STT,GIỐNG NHAU - LOẠI,GIỐNG NHAU - NHU CẦU,GIỐNG NHAU - TỈNH,QUẬN HUYỆN,PHƯỜNG XÃ,GIÁ - TRIỆU ĐỒNG,NGÀY ĐĂNG,HÃNG XE,DÒNG XE,NĂM SẢN XUẤT,DUNG TÍCH,KIỂU XE,SỐ KM ĐÃ ĐI
1321,Xe máy,Cần bán,Hồ Chí Minh,Quận 11,Phường 15,45,13/11/2019,Honda,PCX,2017,100 - 175 ,Tay ga,89
1322,Xe máy,Cần bán,Hồ Chí Minh,Quận Thủ Đức,Phường Linh Chiểu,68.5,13/11/2019,Honda,SH,2017,100 - 175 ,Tay ga,6
1323,Xe máy,Cần bán,Hồ Chí Minh,Quận Bình Tân,Phường Bình Trị Đông,14.8,13/11/2019,Piaggio,Vespa,2010,,Tay ga,20
1324,Xe máy,Cần bán,Hồ Chí Minh,Huyện Hóc Môn,Xã Tân Hiệp,12.8,13/11/2019,Yamaha,Sirius,2018,100 - 175 ,Xe số,10
1325,Xe máy,Cần bán,Hồ Chí Minh,Quận Bình Thạnh,Phường 21,40.5,13/11/2019,Honda,Air Blade,2018,100 - 175 ,Tay ga,24
1326,Xe máy,Cần bán,Hồ Chí Minh,Quận Thủ Đức,Phường Linh Xuân,17.3,13/11/2019,Honda,Wave,2015,100 - 175 ,Xe số,20
1327,Xe máy,Cần bán,Hồ Chí Minh,Quận 9,Phường Phước Long B,8.8,13/11/2019,Honda,Wave,2008,100 - 175 ,Xe số,1
1328,Xe máy,Cần bán,Hồ Chí Minh,Quận Tân Phú,Phường Phú Thạnh,22.5,13/11/2019,Yamaha,Exciter,2014,100 - 175 ,Tay côn/Moto,5
1329,Xe máy,Cần bán,Hồ Chí Minh,Quận 7,Phường Tân Thuận Đông,10.5,13/11/2019,Honda,Wave,2009,100 - 175 ,Xe số,
1330,Xe máy,Cần bán,Hồ Chí Minh,Quận 8,Phường 16,21.8,13/11/2019,Suzuki,Sport / Xipo,2000,100 - 175 ,Tay côn/Moto,12688
1331,Xe máy,Cần bán,Hồ Chí Minh,Quận Bình Tân,Phường Bình Trị Đông B,43.5,13/11/2019,Honda,Air Blade,2010,100 - 175 ,Tay ga,20
1332,Xe máy,Cần bán,Hồ Chí Minh,Quận Gò Vấp,Phường 6,38,13/11/2019,Yamaha,Nvx,2017,100 - 175 ,Tay ga,8888
1333,Xe máy,Cần bán,Hồ Chí Minh,Quận Gò Vấp,Phường 11,23.7,13/11/2019,Piaggio,Vespa,2014,100 - 175 ,Tay ga,16
1334,Xe máy,Cần bán,Hồ Chí Minh,Quận Thủ Đức,Phường Linh Tây,43.8,13/11/2019,Honda,Vario,2018,100 - 175 ,Tay ga,8
1335,Xe máy,Cần bán,Hồ Chí Minh,Quận 6,Phường 6,28.9,13/11/2019,Honda,Winner,2017,100 - 175 ,Tay côn/Moto,10
1336,Xe máy,Cần bán,Hồ Chí Minh,Quận 8,Phường 4,23.8,13/11/2019,Piaggio,LX,2013,100 - 175 ,Tay ga,11
1337,Xe máy,Cần bán,Hồ Chí Minh,Quận Tân Phú,,12.5,13/11/2019,Honda,Wave,2016,100 - 175 ,Xe số,120
1338,Xe máy,Cần bán,Hồ Chí Minh,Quận Gò Vấp,Phường 1,16.3,13/11/2019,Honda,Air Blade,2013,100 - 175 ,Tay ga,19
1339,Xe máy,Cần bán,Hồ Chí Minh,Quận 8,Phường 9,16,13/11/2019,Honda,Future,2001,100 - 175 ,Xe số,80
1340,Xe máy,Cần bán,Hồ Chí Minh,Quận 11,,7.3,13/11/2019,SYM,Attila,2010,50 - 100 ,Tay ga,500
1341,Xe máy,Cần bán,Hồ Chí Minh,Quận Gò Vấp,Phường 12,28,13/11/2019,Honda,Dòng khác,2004,100 - 175 ,Tay ga,30
1342,Xe máy,Cần bán,Hồ Chí Minh,Huyện Hóc Môn,Xã Xuân Thới Đông,19.7,13/11/2019,Yamaha,Janus,2017,100 - 175 ,Tay ga,27
1343,Xe máy,Cần bán,Hồ Chí Minh,Quận Bình Tân,,10.5,13/11/2019,Honda,SCR,2008,100 - 175 ,Tay ga,123456
1344,Xe máy,Cần bán,Hồ Chí Minh,Quận Bình Tân,Phường Bình Trị Đông B,14.5,13/11/2019,Honda,Lead,2010,100 - 175 ,Tay ga,25
1345,Xe máy,Cần bán,Hồ Chí Minh,Quận Bình Tân,Phường Bình Trị Đông,33.8,13/11/2019,Yamaha,Exciter,2010,,Tay côn/Moto,20
1346,Xe máy,Cần bán,Hồ Chí Minh,Quận 11,Phường 13,25.5,13/11/2019,Honda,Lead,2014,100 - 175 ,Tay ga,9
1347,Xe máy,Cần bán,Hồ Chí Minh,Quận 6,Phường 12,20.5,13/11/2019,Honda,Air Blade,2015,100 - 175 ,Tay ga,19
1348,Xe máy,Cần bán,Hồ Chí Minh,Quận Tân Phú,Phường Phú Thạnh,12.5,13/11/2019,Yamaha,Sirius,2011,100 - 175 ,Xe số,5
1349,Xe máy,Cần bán,Hồ Chí Minh,Huyện Hóc Môn,Xã Xuân Thới Sơn,16.5,13/11/2019,Honda,Wave,2007,100 - 175 ,Xe số,60
1350,Xe máy,Cần bán,Hồ Chí Minh,Quận Thủ Đức,Phường Hiệp Bình Chánh,93,13/11/2019,Kawasaki,Z300,2017,,Tay côn/Moto,
1351,Xe máy,Cần bán,Hồ Chí Minh,Quận 12,,2.5,13/11/2019,Yamaha,Nouvo,2010,100 - 175 ,Tay ga,39
1352,Xe máy,Cần bán,Hồ Chí Minh,Quận Thủ Đức,Phường Hiệp Bình Chánh,5.3,13/11/2019,Honda,Wave,2011,,Xe số,34
1353,Xe máy,Cần bán,Hồ Chí Minh,Huyện Hóc Môn,Xã Xuân Thới Sơn,14.2,13/11/2019,Honda,Cub,2010,50 - 100 ,Xe số,45
1354,Xe máy,Cần bán,Hồ Chí Minh,Quận Bình Thạnh,Phường 12,264,13/11/2019,Honda,SH,2019,Trên 175 ,Tay ga,800
1355,Xe máy,Cần bán,Hồ Chí Minh,Quận 5,Phường 2,145,13/11/2019,Honda,SH,2010,100 - 175 ,Tay ga,21
1356,Xe máy,Cần bán,Hồ Chí Minh,Quận 5,Phường 2,173.5,13/11/2019,Honda,SH,2011,100 - 175 ,Tay ga,20
1357,Xe máy,Cần bán,Hồ Chí Minh,Quận Tân Phú,,36.5,13/11/2019,Honda,Air Blade,2019,100 - 175 ,Tay ga,512
1358,Xe máy,Cần bán,Hồ Chí Minh,Quận Bình Tân,Phường Bình Trị Đông,12,13/11/2019,Yamaha,Sirius,2017,100 - 175 ,Xe số,14
1359,Xe máy,Cần bán,Hồ Chí Minh,Quận Tân Phú,,16.5,13/11/2019,Honda,Air Blade,2008,100 - 175 ,Tay ga,20
1360,Xe máy,Cần bán,Hồ Chí Minh,Quận 12,Phường Tân Thới Nhất,65,13/11/2019,Piaggio,Vespa,2018,100 - 175 ,Tay ga,35
1361,Xe máy,Cần bán,Hồ Chí Minh,Quận Bình Tân,Phường Bình Hưng Hoà A,12.8,13/11/2019,Piaggio,Vespa,2010,100 - 175 ,Tay ga,1
1362,Xe máy,Cần bán,Hồ Chí Minh,Quận Tân Phú,Phường Phú Thạnh,23.5,13/11/2019,Piaggio,Vespa,2014,100 - 175 ,Tay ga,5
1363,Xe máy,Cần bán,Hồ Chí Minh,Quận Gò Vấp,Phường 5,138,13/11/2019,Honda,SH,2012,100 - 175 ,Tay ga,52255
1364,Xe máy,Cần bán,Hồ Chí Minh,Quận 2,Phường Bình An,54.6,13/11/2019,Honda,Vario,2017,100 - 175 ,Tay côn/Moto,9
1365,Xe máy,Cần bán,Hồ Chí Minh,Quận 7,Phường Phú Thuận,35.8,13/11/2019,Yamaha,Exciter,2010,,Xe số,3
1366,Xe máy,Cần bán,Hồ Chí Minh,Huyện Bình Chánh,Xã An Phú Tây,3,13/11/2019,Honda,Dòng khác,2018,Dưới 50 ,Xe số,12
1367,Xe máy,Cần bán,Hồ Chí Minh,Quận 7,Phường Bình Thuận,8.5,13/11/2019,Honda,Air Blade,2013,100 - 175 ,Tay ga,24
1368,Xe máy,Cần bán,Hồ Chí Minh,Huyện Hóc Môn,Xã Xuân Thới Đông,2.5,13/11/2019,SYM,Attila,2008,100 - 175 ,Tay ga,99
1369,Xe máy,Cần bán,Hồ Chí Minh,Quận Bình Tân,Phường Bình Trị Đông,6.9,13/11/2019,Yamaha,Sirius,2009,50 - 100 ,Xe số,25
1370,Xe máy,Cần bán,Hồ Chí Minh,Quận Tân Bình,Phường 10,10.3,13/11/2019,Yamaha,Luvias,2012,,Tay ga,19
1371,Xe máy,Cần bán,Hồ Chí Minh,Quận Bình Thạnh,Phường 17,9.8,13/11/2019,Honda,Wave,2007,50 - 100 ,Xe số,13
1372,Xe máy,Cần bán,Hồ Chí Minh,Quận Gò Vấp,Phường 6,16.9,13/11/2019,Piaggio,Liberty,2012,100 - 175 ,Tay ga,8888
1373,Xe máy,Cần bán,Hồ Chí Minh,Quận Gò Vấp,Phường 13,7.6,13/11/2019,Yamaha,Jupiter,2011,,Xe số,50
1374,Xe máy,Cần bán,Hồ Chí Minh,Quận 10,Phường 15,10.5,13/11/2019,Honda,Cub,1982,,Xe số,8
1375,Xe máy,Cần bán,Hồ Chí Minh,Quận Bình Thạnh,Phường 12,89,13/11/2019,Honda,Vision,2019,,Tay ga,
1376,Xe máy,Cần bán,Hồ Chí Minh,Quận Tân Bình,Phường 15,10.5,13/11/2019,Honda,Wave,2019,,Xe số,43
1377,Xe máy,Cần bán,Hồ Chí Minh,Quận Bình Thạnh,Phường 17,8.4,13/11/2019,Yamaha,Nouvo,2010,100 - 175 ,Tay ga,2563
1378,Xe máy,Cần bán,Hồ Chí Minh,Quận Gò Vấp,,16.5,13/11/2019,SYM,Attila,2015,,Tay ga,22
1379,Xe máy,Cần bán,Hồ Chí Minh,Quận Tân Phú,Phường Phú Thạnh,24.5,13/11/2019,Honda,Future,2011,100 - 175 ,Xe số,5
1380,Xe máy,Cần bán,Hồ Chí Minh,Quận Tân Phú,Phường Phú Thạnh,54,13/11/2019,Honda,Sonic,2019,100 - 175 ,Tay côn/Moto,5
1381,Xe máy,Cần bán,Hồ Chí Minh,Quận Gò Vấp,Phường 14,21.5,13/11/2019,Piaggio,Vespa,2012,100 - 175 ,Tay ga,30
1382,Xe máy,Cần bán,Hồ Chí Minh,Quận 7,Phường Tân Quy,7.2,13/11/2019,Yamaha,Sirius,2011,100 - 175 ,Xe số,38
1383,Xe máy,Cần bán,Hồ Chí Minh,Quận 11,Phường 13,73.8,13/11/2019,Honda,SH,2005,,Tay ga,25
1384,Xe máy,Cần bán,Hồ Chí Minh,Quận 8,Phường 15,28,13/11/2019,Honda,Winner,2018,100 - 175 ,Xe số,23
1385,Xe máy,Cần bán,Hồ Chí Minh,Quận Gò Vấp,,38.5,13/11/2019,Piaggio,Liberty,2017,50 - 100 ,Tay ga,7
1386,Xe máy,Cần bán,Hồ Chí Minh,Quận Thủ Đức,,24.5,13/11/2019,Honda,Lead,2014,100 - 175 ,Tay ga,15
1387,Xe máy,Cần bán,Hồ Chí Minh,Quận 8,,26.8,13/11/2019,Honda,Future,2004,,Tay ga,23
1388,Xe máy,Cần bán,Hồ Chí Minh,Quận Gò Vấp,Phường 7,116,13/11/2019,Benelli,Dòng khác,2018,Trên 175 ,Tay côn/Moto,6
1389,Xe máy,Cần bán,Hồ Chí Minh,Quận Phú Nhuận,Phường 2,65,13/11/2019,Honda,SH,2014,100 - 175 ,Tay ga,24
1390,Xe máy,Cần bán,Hồ Chí Minh,Quận 3,Phường 3,27.5,13/11/2019,Honda,Air Blade,2015,,Tay ga,15
1391,Xe máy,Cần bán,Hồ Chí Minh,Huyện Củ Chi,Xã Trung An,30.5,13/11/2019,Suzuki,Satria,2000,100 - 175 ,Tay côn/Moto,20
1392,Xe máy,Cần bán,Hồ Chí Minh,Quận 12,,49,13/11/2019,Suzuki,Satria,2019,100 - 175 ,Tay côn/Moto,1
1393,Xe máy,Cần bán,Hồ Chí Minh,Quận Tân Bình,Phường 4,134,13/11/2019,Honda,SH,2011,100 - 175 ,Tay ga,11
1394,Xe máy,Cần bán,Hồ Chí Minh,Quận Tân Phú,Phường Hiệp Tân,48.8,13/11/2019,Honda,Rebel,2013,100 - 175 ,Tay côn/Moto,10
1395,Xe máy,Cần bán,Hồ Chí Minh,Huyện Hóc Môn,Xã Bà Điểm,120,13/11/2019,Suzuki,Sport / Xipo,2005,,Tay côn/Moto,15
1396,Xe máy,Cần bán,Hồ Chí Minh,Huyện Hóc Môn,Xã Bà Điểm,65,13/11/2019,Honda,SH,2006,50 - 100 ,Tay ga,5444
1397,Xe máy,Cần bán,Hồ Chí Minh,Quận Tân Phú,Phường Tân Thới Hòa,11.9,13/11/2019,Yamaha,Luvias,2011,100 - 175 ,Tay ga,13
1398,Xe máy,Cần bán,Hồ Chí Minh,Quận Bình Tân,,13.2,13/11/2019,Yamaha,Luvias,2016,,Tay ga,20
1399,Xe máy,Cần bán,Hồ Chí Minh,Quận 12,Phường Đông Hưng Thuận,31.5,13/11/2019,Honda,Winner,2017,100 - 175 ,Xe số,30
1400,Xe máy,Cần bán,Hồ Chí Minh,Quận Gò Vấp,Phường 11,14.5,13/11/2019,Piaggio,Vespa,2011,100 - 175 ,Tay ga,14
1401,Xe máy,Cần bán,Hồ Chí Minh,Quận 12,Phường Tân Hưng Thuận,18.5,13/11/2019,Honda,Air Blade,2010,,Tay ga,15
1402,Xe máy,Cần bán,Hồ Chí Minh,Quận Gò Vấp,Phường 17,33,13/11/2019,RebelUSA,Rebell,2013,Không biết rõ,Tay côn/Moto,5
1403,Xe máy,Cần bán,Hồ Chí Minh,Quận Bình Tân,,31.5,13/11/2019,Yamaha,Exciter,2018,,Tay côn/Moto,8
1404,Xe máy,Cần bán,Hồ Chí Minh,Quận Thủ Đức,,24.8,13/11/2019,Hãng khác,Dòng khác,2019,100 - 175 ,Tay côn/Moto,3
1405,Xe máy,Cần bán,Hồ Chí Minh,Quận 12,,6.3,13/11/2019,Yamaha,Luvias,2010,100 - 175 ,Tay ga,39
1406,Xe máy,Cần bán,Hồ Chí Minh,Quận 9,Phường Phước Bình,2.2,13/11/2019,Hãng khác,Dòng khác,2008,100 - 175 ,Xe số,25
1407,Xe máy,Cần bán,Hồ Chí Minh,Quận Bình Thạnh,Phường 17,19,13/11/2019,Yamaha,Exciter,2012,100 - 175 ,Tay côn/Moto,40
1408,Xe máy,Cần bán,Hồ Chí Minh,Quận Thủ Đức,Phường Linh Đông,45,13/11/2019,Yamaha,Exciter,2008,100 - 175 ,Xe số,30
1409,Xe máy,Cần bán,Hồ Chí Minh,Quận Thủ Đức,Phường Hiệp Bình Chánh,11.5,13/11/2019,Honda,Air Blade,2009,100 - 175 ,Tay ga,50
1410,Xe máy,Cần bán,Hồ Chí Minh,Quận 10,,8,13/11/2019,Hãng khác,Dòng khác,2019,Trên 175 ,Tay côn/Moto,
1411,Xe máy,Cần bán,Hồ Chí Minh,Quận Bình Thạnh,Phường 21,40.5,13/11/2019,Honda,Air Blade,2018,100 - 175 ,Tay ga,24
1412,Xe máy,Cần bán,Hồ Chí Minh,Quận 11,Phường 13,33,13/11/2019,Honda,Cub,2000,,Xe số,23456
1413,Xe máy,Cần bán,Hồ Chí Minh,Huyện Nhà Bè,Xã Phước Kiển,31,13/11/2019,Honda,PS,2007,,Tay ga,9
1414,Xe máy,Cần bán,Hồ Chí Minh,Huyện Hóc Môn,Thị trấn Hóc Môn,8,13/11/2019,SYM,Attila,2011,100 - 175 ,Tay ga,23
1415,Xe máy,Cần bán,Hồ Chí Minh,Quận 1,,2.7,13/11/2019,SYM,Attila,2010,,Tay ga,3
1416,Xe máy,Cần bán,Hồ Chí Minh,Quận 11,,24.8,13/11/2019,Honda,Air Blade,2013,100 - 175 ,Tay ga,12
1417,Xe máy,Cần bán,Hồ Chí Minh,Quận Bình Thạnh,Phường 27,37.8,13/11/2019,Yamaha,Exciter,2010,100 - 175 ,Tay côn/Moto,20
1418,Xe máy,Cần bán,Hồ Chí Minh,Quận Tân Phú,,12.5,13/11/2019,Honda,Wave,2016,100 - 175 ,Xe số,120
1419,Xe máy,Cần bán,Hồ Chí Minh,Quận Tân Phú,Phường Phú Thạnh,28.5,13/11/2019,Yamaha,Exciter,2016,100 - 175 ,Tay côn/Moto,5
1420,Xe máy,Cần bán,Hồ Chí Minh,Huyện Hóc Môn,Xã Trung Chánh,26.5,13/11/2019,Honda,Vision,2016,100 - 175 ,Tay ga,9581
1421,Xe máy,Cần bán,Hồ Chí Minh,Quận Gò Vấp,Phường 12,17.8,13/11/2019,Honda,Air Blade,2008,100 - 175 ,Tay ga,15
1422,Xe máy,Cần bán,Hồ Chí Minh,Quận 7,,12,13/11/2019,Honda,Dream,2004,,Xe số,25
1423,Xe máy,Cần bán,Hồ Chí Minh,Quận Tân Phú,Phường Hiệp Tân,9.7,13/11/2019,Yamaha,Nouvo,2011,,Tay ga,22
1424,Xe máy,Cần bán,Hồ Chí Minh,Quận Tân Phú,Phường Tân Quý,29.8,13/11/2019,Yamaha,Exciter,2016,100 - 175 ,Xe số,1
1425,Xe máy,Cần bán,Hồ Chí Minh,Quận 7,Phường Phú Thuận,3.3,13/11/2019,Honda,Wave,2005,100 - 175 ,Xe số,15
1426,Xe máy,Cần bán,Hồ Chí Minh,Quận Gò Vấp,Phường 12,176.8,13/11/2019,Kawasaki,Z1000,2013,Trên 175 ,Tay côn/Moto,1
1427,Xe máy,Cần bán,Hồ Chí Minh,Quận Tân Phú,,10.2,13/11/2019,Honda,Wave,2011,,Xe số,120
1428,Xe máy,Cần bán,Hồ Chí Minh,Quận Tân Phú,Phường Tân Thành,56,13/11/2019,Honda,Vario,2017,,Tay ga,77
1429,Xe máy,Cần bán,Hồ Chí Minh,Quận Bình Tân,Phường An Lạc,165,13/11/2019,Honda,Rebel,2018,,Tay côn/Moto,22
1430,Xe máy,Cần bán,Hồ Chí Minh,Quận 6,Phường 6,26.9,13/11/2019,Suzuki,Raider,2015,100 - 175 ,Tay côn/Moto,10
1431,Xe máy,Cần bán,Hồ Chí Minh,Quận 6,Phường 6,29.9,13/11/2019,Honda,Winner,2017,100 - 175 ,Tay côn/Moto,10
1432,Xe máy,Cần bán,Hồ Chí Minh,Quận Gò Vấp,Phường 5,18.3,13/11/2019,Piaggio,Vespa,2013,100 - 175 ,Tay ga,10
1433,Xe máy,Cần bán,Hồ Chí Minh,Quận Gò Vấp,,13.8,13/11/2019,Honda,Wave,2003,100 - 175 ,Xe số,66
1434,Xe máy,Cần bán,Hồ Chí Minh,Quận 11,Phường 8,49.5,13/11/2019,Yamaha,Sirius,2018,100 - 175 ,Xe số,12
1435,Xe máy,Cần bán,Hồ Chí Minh,Quận Tân Phú,Phường Phú Thạnh,17,13/11/2019,Yamaha,Luvias,2015,100 - 175 ,Tay ga,5
1436,Xe máy,Cần bán,Hồ Chí Minh,Quận 4,Phường 1,9,13/11/2019,Piaggio,Fly,2012,,Tay ga,28
1437,Xe máy,Cần bán,Hồ Chí Minh,Quận Bình Tân,Phường Bình Hưng Hoà B,65,13/11/2019,Honda,SH,2016,100 - 175 ,Tay ga,5
1438,Xe máy,Cần bán,Hồ Chí Minh,Quận 9,,31,13/11/2019,Yamaha,Exciter,2015,100 - 175 ,Tay côn/Moto,13
1439,Xe máy,Cần bán,Hồ Chí Minh,Quận Phú Nhuận,,19.8,13/11/2019,Piaggio,Vespa,2012,,Tay ga,13
1440,Xe máy,Cần bán,Hồ Chí Minh,Quận Bình Tân,Phường Bình Trị Đông,8.9,13/11/2019,Kengo,Dòng khác,2014,50 - 100 ,Tay ga,23
1441,Xe máy,Cần bán,Hồ Chí Minh,Quận 11,Phường 12,62.8,13/11/2019,Honda,SH,2012,100 - 175 ,Tay ga,11
1442,Xe máy,Cần bán,Hồ Chí Minh,Quận 7,,158,13/11/2019,Honda,Dòng khác,2010,100 - 175 ,Tay ga,26
1443,Xe máy,Cần bán,Hồ Chí Minh,Huyện Bình Chánh,Xã Phạm Văn Hai,4.8,13/11/2019,Honda,Dream,2000,50 - 100 ,Xe số,10
1444,Xe máy,Cần bán,Hồ Chí Minh,Quận Thủ Đức,Phường Linh Xuân,8.5,13/11/2019,Honda,Wave,2014,50 - 100 ,Xe số,
1445,Xe máy,Cần bán,Hồ Chí Minh,Quận 11,Phường 8,29.9,13/11/2019,Honda,Winner,2017,,Tay ga,11111
1446,Xe máy,Cần bán,Hồ Chí Minh,Huyện Bình Chánh,Xã Bình Hưng,6.3,13/11/2019,SYM,Attila,2008,,Tay ga,20
1447,Xe máy,Cần bán,Hồ Chí Minh,Quận 12,,25,13/11/2019,Honda,Wave,1999,,Xe số,4257
1448,Xe máy,Cần bán,Hồ Chí Minh,Quận 3,Phường 10,6.6,13/11/2019,SYM,Attila,2009,,Tay ga,33231
1449,Xe máy,Cần bán,Hồ Chí Minh,Huyện Hóc Môn,,39.5,13/11/2019,Honda,Nova,1999,100 - 175 ,Xe số,389
1450,Xe máy,Cần bán,Hồ Chí Minh,Quận 12,Phường Tân Chánh Hiệp,21.5,13/11/2019,Yamaha,Exciter,2011,,Tay côn/Moto,1
1451,Xe máy,Cần bán,Hồ Chí Minh,Quận Bình Tân,Phường Bình Trị Đông A,21.5,13/11/2019,Piaggio,GTS,2006,,Tay ga,290
1452,Xe máy,Cần bán,Hồ Chí Minh,Quận 7,Phường Bình Thuận,13,13/11/2019,Hãng khác,Dòng khác,1980,Dưới 50 ,Tay côn/Moto,
1453,Xe máy,Cần bán,Hồ Chí Minh,Quận Tân Bình,,3,13/11/2019,Yamaha,Nouvo,2009,100 - 175 ,Tay ga,60
1454,Xe máy,Cần bán,Hồ Chí Minh,Quận 12,Phường Tân Thới Hiệp,3.5,13/11/2019,SYM,Elizabeth,2010,100 - 175 ,Tay ga,22
1455,Xe máy,Cần bán,Hồ Chí Minh,Quận Tân Phú,Phường Phú Thạnh,4.5,13/11/2019,Honda,Future,2007,100 - 175 ,Xe số,25
1456,Xe máy,Cần bán,Hồ Chí Minh,Huyện Hóc Môn,Xã Đông Thạnh,38,13/11/2019,Honda,Rebel,2011,,Tay côn/Moto,25
1457,Xe máy,Cần bán,Hồ Chí Minh,Quận 11,Phường 9,88.888,13/11/2019,Honda,Click,2018,100 - 175 ,Tay ga,5
1458,Xe máy,Cần bán,Hồ Chí Minh,Quận 12,Phường Thới An,9.3,13/11/2019,Honda,Wave,2009,,Xe số,17
1459,Xe máy,Cần bán,Hồ Chí Minh,Quận 12,Phường Tân Thới Hiệp,9.8,13/11/2019,Honda,Wave,2008,50 - 100 ,Xe số,1234
1460,Xe máy,Cần bán,Hồ Chí Minh,Huyện Hóc Môn,Xã Xuân Thới Thượng,14.8,13/11/2019,Honda,Air Blade,2009,100 - 175 ,Tay ga,22
1461,Xe máy,Cần bán,Hồ Chí Minh,Quận Bình Tân,Phường Tân Tạo,27.5,13/11/2019,Yamaha,Exciter,2016,,Tay côn/Moto,8
1462,Xe máy,Cần bán,Hồ Chí Minh,Quận Gò Vấp,Phường 14,9.5,13/11/2019,Hãng khác,Dòng khác,2010,50 - 100 ,Xe số,96
1463,Xe máy,Cần bán,Hồ Chí Minh,Quận 11,Phường 5,64.6,13/11/2019,Honda,SH,2014,100 - 175 ,Tay ga,8
1464,Xe máy,Cần bán,Hồ Chí Minh,Huyện Nhà Bè,,2.3,13/11/2019,SYM,Attila,2003,100 - 175 ,Tay ga,123
1465,Xe máy,Cần bán,Hồ Chí Minh,Quận Tân Phú,Phường Tây Thạnh,27.5,13/11/2019,Honda,Vision,2017,,Tay ga,168
1466,Xe máy,Cần bán,Hồ Chí Minh,Quận Bình Thạnh,Phường 12,89,13/11/2019,Honda,Vision,2019,,Tay ga,
1467,Xe máy,Cần bán,Hồ Chí Minh,Quận 11,Phường 5,66.5,13/11/2019,Honda,SH,2015,100 - 175 ,Tay ga,9
1468,Xe máy,Cần bán,Hồ Chí Minh,Quận Gò Vấp,Phường 7,116,13/11/2019,Benelli,Dòng khác,2018,Trên 175 ,Tay côn/Moto,6
1469,Xe máy,Cần bán,Hồ Chí Minh,Quận 6,Phường 6,32.9,13/11/2019,Honda,Winner,2018,100 - 175 ,Tay côn/Moto,10
1470,Xe máy,Cần bán,Hồ Chí Minh,Quận 11,Phường 5,65,13/11/2019,Honda,SH,2014,100 - 175 ,Tay ga,8
1471,Xe máy,Cần bán,Hồ Chí Minh,Quận Tân Bình,Phường 11,44.5,13/11/2019,Piaggio,Vespa,2016,100 - 175 ,Tay ga,20
1472,Xe máy,Cần bán,Hồ Chí Minh,Quận Gò Vấp,,10.8,13/11/2019,SYM,Attila,2012,100 - 175 ,Tay ga,26
1473,Xe máy,Cần bán,Hồ Chí Minh,Quận 11,Phường 9,90,13/11/2019,Honda,Vision,2019,100 - 175 ,Tay ga,
1474,Xe máy,Cần bán,Hồ Chí Minh,Quận 6,Phường 6,32.8,13/11/2019,Honda,Winner,2017,100 - 175 ,Tay côn/Moto,10
1475,Xe máy,Cần bán,Hồ Chí Minh,Quận Gò Vấp,,12,13/11/2019,Honda,67,2019,100 - 175 ,Xe số,1
1476,Xe máy,Cần bán,Hồ Chí Minh,Quận Tân Bình,Phường 10,50,13/11/2019,Honda,Air Blade,2019,100 - 175 ,Tay ga,200
1477,Xe máy,Cần bán,Hồ Chí Minh,Huyện Hóc Môn,Thị trấn Hóc Môn,16.8,13/11/2019,Honda,Wave,2018,100 - 175 ,Xe số,8
1478,Xe máy,Cần bán,Hồ Chí Minh,Quận 9,Phường Phước Long A,11,13/11/2019,Honda,Wave,2009,100 - 175 ,Xe số,334
1479,Xe máy,Cần bán,Hồ Chí Minh,Quận 12,Phường Thới An,10.8,13/11/2019,Honda,SH,2010,,Tay ga,22
1480,Xe máy,Cần bán,Hồ Chí Minh,Quận 12,Phường Thới An,9.8,13/11/2019,Honda,Wave,2012,,Xe số,10
1481,Xe máy,Cần bán,Hồ Chí Minh,Quận 1,Phường Bến Nghé,352,13/11/2019,Triumph,Triumph Bonneville T100,2018,Trên 175 ,Tay côn/Moto,74
1482,Xe máy,Cần bán,Hồ Chí Minh,Quận 8,Phường 2,6,13/11/2019,Honda,Vario,2019,100 - 175 ,Tay ga,
1483,Xe máy,Cần bán,Hồ Chí Minh,Quận Tân Bình,Phường 8,8.2,13/11/2019,Yamaha,Sirius,2012,100 - 175 ,Xe số,15
1484,Xe máy,Cần bán,Hồ Chí Minh,Quận Tân Bình,Phường 14,23,13/11/2019,Honda,SH,2006,100 - 175 ,Tay ga,268688
1485,Xe máy,Cần bán,Hồ Chí Minh,Quận Bình Tân,Phường Bình Trị Đông,26.8,13/11/2019,Yamaha,Exciter,2006,,Tay côn/Moto,20
1486,Xe máy,Cần bán,Hồ Chí Minh,Quận Bình Tân,,18.5,13/11/2019,Piaggio,Liberty,2014,,Tay ga,25
1487,Xe máy,Cần bán,Hồ Chí Minh,Quận 11,Phường 12,11.3,13/11/2019,Honda,Wave,2007,100 - 175 ,Xe số,30
1488,Xe máy,Cần bán,Hồ Chí Minh,Huyện Hóc Môn,Xã Thới Tam Thôn,4.7,13/11/2019,Honda,Win,2009,,Tay côn/Moto,11115
1489,Xe máy,Cần bán,Hồ Chí Minh,Quận Bình Tân,Phường Bình Trị Đông,2.5,13/11/2019,Hãng khác,Dòng khác,2009,50 - 100 ,Xe số,888
1490,Xe máy,Cần bán,Hồ Chí Minh,Quận Gò Vấp,Phường 5,43.6,13/11/2019,Yamaha,Exciter,2015,100 - 175 ,Xe số,2
1491,Xe máy,Cần bán,Hồ Chí Minh,Quận Tân Phú,Phường Phú Thạnh,27.5,13/11/2019,Honda,Air Blade,2014,100 - 175 ,Tay ga,5
